geo_point_2d,fenomeno,taxonomia,intensidad,alcaldia,int2
"19.2987410137,-99.1260149472",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.3813648515,-99.178812995",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3790028853,-99.1627532547",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.5042739969,-99.0825507865",Socio Organizativo,N/D,Alto,Gustavo A. Madero,4.0
"19.2877045118,-99.0576441082",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3175637378,-99.0952544196",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3807676457,-99.0980298146",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.2561786983,-99.0900266098",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.2988961939,-99.0787218045",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2404810186,-98.9948814907",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2785999256,-99.1162531283",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.3102268787,-99.0687101893",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4666136999,-99.0838204597",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3879908114,-99.0989587012",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4849582076,-99.0690564507",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5186207877,-99.1583056013",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3823489821,-99.0953697377",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.5016504251,-99.1651897945",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4631008726,-99.1804600303",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3222334672,-99.1118260278",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3402417727,-99.1159654523",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3178079421,-99.1436434702",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3730985297,-99.1146884975",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.5159034826,-99.1598442174",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.350469876,-99.0145140073",Hidrometeorológicos,Inundaciones,Alto,Iztapalapa,4.0
"19.3485682541,-99.1228848645",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4808320196,-99.1185565862",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3088245196,-99.1136547945",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4921317969,-99.1473134401",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.356528872,-99.0180404597",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3820537331,-99.103104872",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3308089146,-99.1195889899",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4811176737,-99.1707813164",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3445608632,-99.1792877428",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4926295395,-99.0887881851",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4952749921,-99.180751048",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.3231116122,-99.1059352196",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3622674379,-98.997824648",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3665505923,-98.9974188956",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3883787797,-99.0361939613",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.533184775,-99.1465849689",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3771149447,-99.0153198554",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3658124098,-99.0862135095",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3327131956,-99.1150381989",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3155765806,-99.1216861205",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3354308268,-99.1350225771",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3678269845,-99.0263109287",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4605105077,-99.157159274",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4131877782,-99.1027789524",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4788100929,-99.1555058898",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4441800398,-99.0832316741",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4951812474,-99.2010344376",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4698038364,-99.1648159911",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4582168764,-99.130623293",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4442148275,-99.1621026514",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.2965833675,-99.0672586928",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4435635825,-99.1370626753",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3739912594,-99.1594793336",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4165046468,-99.1037503426",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4314914035,-99.1692057617",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4320405602,-99.1263150426",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.429515784,-99.1542894625",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3664763741,-99.1400255617",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4810777607,-99.0868472825",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4832953384,-99.0912829252",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5072190117,-99.0985326039",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4252629696,-99.1377302022",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4800891353,-99.0805760495",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4534907837,-99.1048034715",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.493378879,-99.0963277012",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3592218638,-99.1255932466",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4876212616,-99.0718064442",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.502078647,-99.1244902758",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4963702979,-99.0665244808",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3953040056,-99.1008211388",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4091644753,-99.1527899434",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4127455323,-99.1796233284",Geológicos,Sísmico,Alto,Cuauhtémoc,4.0
"19.4125984747,-99.0767987891",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4344801668,-99.1782400336",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4144569522,-99.1139842575",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4386451781,-99.103950124",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4009818575,-99.1798165026",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4220349341,-99.0635654732",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4325068009,-99.1038484671",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.3774013543,-99.0755342046",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.4237972733,-99.1075145106",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4283486755,-99.1729611391",Geológicos,Sísmico,Alto,Cuauhtémoc,4.0
"19.4102611747,-99.1001961443",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.455941861,-99.1682285111",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.2924911119,-99.1211833496",Hidrometeorológicos,Inundaciones,Muy Alto,Tlalpan,5.0
"19.4210946165,-99.1358534282",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.2752650593,-99.0715741951",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3923255492,-99.1683750122",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3861871392,-99.1666193379",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.2830467343,-99.1080426793",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.4020271165,-99.140842037",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3956360376,-99.1522838564",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3851059003,-99.1585331431",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.343555147,-99.0040733943",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.3401530809,-99.0419850561",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.2805423109,-99.1127835568",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.2718424885,-99.1256684773",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.2785999256,-99.1162531283",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.347375433,-98.9993628579",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.3729823402,-99.0550439581",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.2891996395,-99.0477206304",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.2961359652,-99.0176703228",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3061780961,-99.0473472702",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.3019927819,-99.0779530059",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.2889729775,-99.1202349222",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.3935576249,-99.1247127537",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.23759596,-99.003174216",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.4233836104,-99.150579353",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4225277426,-99.1713627101",Geológicos,Sísmico,Alto,Cuauhtémoc,4.0
"19.4466963464,-99.1515154075",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3692590235,-99.1617673842",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4184184485,-99.1286391638",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4464003421,-99.1263267112",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3635440373,-99.1745829257",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4900816306,-99.136927651",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4825480833,-99.0666441338",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5101762935,-99.0998092262",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4757970637,-99.1432328179",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4534907837,-99.1048034715",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3882750021,-99.128327987",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4843818476,-99.1012129683",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4531671271,-99.0835689827",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4525503622,-99.0865377253",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4772020945,-99.1090335636",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4988294562,-99.1302504565",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3843859717,-99.028414124",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4119631171,-99.1853453199",Hidrometeorológicos,Inundaciones,Muy Alto,Miguel Hidalgo,5.0
"19.4074681655,-99.1096689711",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.2647610549,-99.2021848756",Socio Organizativo,N/D,Alto,Tlalpan,4.0
"19.282120185,-99.1302810922",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.386072694,-99.1363179788",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3595443791,-99.0318209872",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.2895747886,-99.1491818002",Geológicos,Sísmico,Alto,Tlalpan,4.0
"19.2569934059,-99.1020040452",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.2621911575,-99.1109400086",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.2604597801,-99.101521084",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.2830467343,-99.1080426793",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.3999250558,-99.1522667468",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.2569934059,-99.1020040452",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.2173061587,-98.9726673929",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.2981085719,-99.1222643542",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.2843488973,-99.1331717388",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.2556938009,-99.0020196515",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.2082546347,-98.9845304759",Socio Organizativo,N/D,Muy Alto,Milpa Alta,5.0
"19.2804586419,-99.0511074594",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3643942537,-99.0518120576",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.3724093324,-99.053545249",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.2999744428,-99.0381860747",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.2720508045,-98.9946620318",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3062201021,-99.125804385",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3878545899,-99.0328610664",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.316975329,-99.1340846363",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3342542045,-99.1390443255",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.370711475,-99.0277756952",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3663834545,-99.0237665874",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3269936975,-99.0850168439",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3231718899,-99.0234580857",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.3294464672,-99.0580154689",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3178437112,-99.1288200309",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4678996133,-99.0604849131",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5061560879,-99.1836777229",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4309806588,-99.181203386",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4235971062,-99.0711500612",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4217500459,-99.1110960305",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.3189412623,-99.1207925979",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.362139602,-99.0631695625",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4467337621,-99.1725595659",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4470036704,-99.1158125338",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4507194663,-99.188095462",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4011074139,-99.1728422243",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.3401530809,-99.0419850561",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.4303949546,-99.0993122944",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.3631180425,-99.1713671748",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4554230541,-99.1457906296",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4111160823,-99.1233107638",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4421627426,-99.1064697082",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4384493748,-99.1182492347",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.3721554593,-99.1830620782",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4164461775,-99.1731763339",Geológicos,Sísmico,Alto,Cuauhtémoc,4.0
"19.5063922564,-99.2025825127",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3030886205,-99.1496687675",Hidrometeorológicos,Inundaciones,Alto,Coyoacán,4.0
"19.4132892779,-99.071163255",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3970729512,-99.135602476",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3898319121,-99.1402473794",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3916022026,-99.1725252058",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3806747522,-99.1721936882",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3894597668,-99.1757474139",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3406248749,-99.1303331157",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3309047005,-99.1532736857",Hidrometeorológicos,Inundaciones,Alto,Coyoacán,4.0
"19.3717238851,-99.008023964",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3349738203,-99.1440989864",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.2556938009,-99.0020196515",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2822414569,-98.9954726529",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3853936125,-99.039151031",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3397405233,-99.0588186718",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2208697869,-98.9702836558",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.2927271645,-98.9963803313",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2934816367,-99.0054347955",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3595443791,-99.0318209872",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4330797657,-99.1216628017",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.2601539624,-99.0837332695",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.4221822706,-99.0971471546",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.3086381339,-98.9710234645",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2615393885,-99.005591235",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4356230661,-99.1884301056",Hidrometeorológicos,Inundaciones,Alto,Miguel Hidalgo,4.0
"19.2884981081,-99.0429799862",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3266175055,-99.0723481498",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3089569527,-99.2633309312",Socio Organizativo,N/D,Alto,La Magdalena Contreras,4.0
"19.4551980228,-99.1317826475",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.455079584,-99.1442901397",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.5063922564,-99.2025825127",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.2966616135,-99.0524144931",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4167412642,-99.1465467323",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3058003122,-99.0501391121",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.2993020038,-99.0537533637",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4225277426,-99.1713627101",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4155680763,-99.1566898001",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4586836864,-99.1258972625",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3738791203,-99.0689830425",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3697115822,-99.0756733466",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3664763741,-99.1400255617",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.4056835995,-99.1303640399",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3729802311,-99.0505472994",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.5109485875,-99.0972613911",Hidrometeorológicos,Inundaciones,Alto,Gustavo A. Madero,4.0
"19.3398864599,-99.0376280486",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3837826962,-99.0635497488",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3664666231,-99.1124787316",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4898187647,-99.0966707149",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4525503622,-99.0865377253",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3871970603,-99.0490309932",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3947148671,-99.0714760829",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3706520002,-99.0055701962",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.384775994,-99.0505033616",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2876947833,-99.0715163014",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3738300769,-99.0079140803",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4560520266,-99.2030166498",Hidrometeorológicos,Inundaciones,Alto,Miguel Hidalgo,4.0
"19.4616718919,-99.2056189812",Hidrometeorológicos,Inundaciones,Alto,Miguel Hidalgo,4.0
"19.3531234269,-99.0500831675",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3251115122,-99.0615113111",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4398203778,-99.0988856783",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4220349341,-99.0635654732",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.333969597,-99.0446893393",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3743243684,-99.0503042071",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4074681655,-99.1096689711",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4160133133,-99.0817250618",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.3734833309,-99.0531053615",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4105844887,-99.0861002706",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4046145604,-99.1856632568",Hidrometeorológicos,Inundaciones,Alto,Miguel Hidalgo,4.0
"19.3852442593,-99.0790517191",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.371207349,-99.0499795598",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3279686,-98.9672439535",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3776926349,-99.1148295365",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3196846878,-99.0785447253",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.5582296022,-99.1461968383",Socio Organizativo,N/D,Alto,Gustavo A. Madero,4.0
"19.3406248749,-99.1303331157",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3339918201,-99.1262052162",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4612432604,-99.1507680432",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4056835995,-99.1303640399",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4810777607,-99.0868472825",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4282498714,-99.1394245172",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4531671271,-99.0835689827",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.370711475,-99.0277756952",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4758212603,-99.1025757607",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3704625469,-99.0328806982",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3779204637,-99.1239951482",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3840715196,-99.1323845319",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.362139602,-99.0631695625",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3595582098,-99.0511900523",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4191977778,-99.0980456473",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4206431694,-99.1080450461",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4350092836,-99.0547575521",Hidrometeorológicos,Inundaciones,Alto,Venustiano Carranza,4.0
